SYMBOL	ENSEMBL	seqnames	start	end	width	strand
SYDE1	ENSG00000105137	chr19	15107401	15114985	7585	+
ILVBL	ENSG00000105135	chr19	15114984	15125786	10803	-
	ENSG00000268564	chr19	15124160	15126174	2015	+
NOTCH3	ENSG00000074181	chr19	15159038	15200995	41958	-
	ENSG00000269635	chr19	15221015	15222297	1283	-
EPHX3	ENSG00000105131	chr19	15226919	15233435	6517	-
BRD4	ENSG00000141867	chr19	15235519	15332545	97027	-
	ENSG00000273218	chr19	15346068	15348417	2350	-
AKAP8	ENSG00000105127	chr19	15353385	15379798	26414	-
	ENSG00000268189	chr19	15379076	15381194	2119	+
AKAP8L	ENSG00000011243	chr19	15380050	15419141	39092	-
WIZ	ENSG00000011451	chr19	15419980	15449951	29972	-
RASAL3	ENSG00000105122	chr19	15451624	15464544	12921	-
PGLYRP2	ENSG00000161031	chr19	15468645	15498956	30312	-
CYP4F22	ENSG00000171954	chr19	15508525	15552317	43793	+
	ENSG00000266951	chr19	15613247	15614553	1307	-
CYP4F8	ENSG00000186526	chr19	15615218	15630639	15422	+
CYP4F3	ENSG00000186529	chr19	15640897	15662825	21929	+
CYP4F12	ENSG00000186204	chr19	15673018	15697174	24157	+
OR10H2	ENSG00000171942	chr19	15728020	15729060	1041	+
OR10H3	ENSG00000171936	chr19	15737985	15742343	4359	+
	ENSG00000268673	chr19	15760375	15770828	10454	+
OR10H5	ENSG00000172519	chr19	15787661	15801025	13365	+
OR10H1	ENSG00000186723	chr19	15804549	15815664	11116	-
	ENSG00000267308	chr19	15827040	15835853	8814	-
UCA1	ENSG00000214049	chr19	15828206	15836328	8123	+
CYP4F2	ENSG00000186115	chr19	15878023	15898077	20055	-
CYP4F11	ENSG00000171903	chr19	15912367	15934867	22501	-
OR10H4	ENSG00000176231	chr19	15944299	15950350	6052	+
LINC00661	ENSG00000205396	chr19	16015287	16027462	12176	+
LINC00905	ENSG00000167459	chr19	16031170	16042142	10973	+
LINC01855	ENSG00000267517	chr19	16065737	16066312	576	+
TPM4	ENSG00000167460	chr19	16067021	16103002	35982	+
	ENSG00000267373	chr19	16103761	16104254	494	-
RAB8A	ENSG00000167461	chr19	16111889	16134234	22346	+
	ENSG00000269243	chr19	16123661	16139892	16232	-
HSH2D	ENSG00000196684	chr19	16134028	16158575	24548	+
CIB3	ENSG00000141977	chr19	16161368	16173525	12158	-
FAM32A	ENSG00000105058	chr19	16185380	16192046	6667	+
	ENSG00000267033	chr19	16186276	16189458	3183	-
	ENSG00000287961	chr19	16197080	16197738	659	-
AP1M1	ENSG00000072958	chr19	16197578	16245907	48330	+
	ENSG00000267275	chr19	16283359	16324514	41156	-
KLF2	ENSG00000127528	chr19	16324817	16327874	3058	+
	ENSG00000277825	chr19	16352462	16353182	721	-
EPS15L1	ENSG00000127527	chr19	16355239	16472085	116847	-
	ENSG00000267703	chr19	16440946	16443584	2639	+
CALR3	ENSG00000269058	chr19	16479057	16496192	17136	-
C19orf44	ENSG00000105072	chr19	16496394	16521352	24959	+
CHERP	ENSG00000085872	chr19	16517894	16542437	24544	-
	ENSG00000269399	chr19	16542746	16544814	2069	+
SLC35E1	ENSG00000127526	chr19	16549831	16572415	22585	-
	ENSG00000268309	chr19	16551773	16552328	556	+
	ENSG00000269085	chr19	16565551	16566330	780	+
	ENSG00000279529	chr19	16572624	16575340	2717	+
MED26	ENSG00000105085	chr19	16574907	16629062	54156	-
	ENSG00000269578	chr19	16586905	16587985	1081	-
	ENSG00000268087	chr19	16610411	16636531	26121	+
	ENSG00000269427	chr19	16630743	16643942	13200	+
SMIM7	ENSG00000214046	chr19	16630751	16660442	29692	-
	ENSG00000269044	chr19	16633797	16635269	1473	-
	ENSG00000267904	chr19	16639967	16640668	702	-
TMEM38A	ENSG00000072954	chr19	16661139	16690023	28885	+
NWD1	ENSG00000188039	chr19	16719976	16817963	97988	+
	ENSG00000269799	chr19	16801426	16801714	289	+
SIN3B	ENSG00000127511	chr19	16829400	16880353	50954	+
	ENSG00000268743	chr19	16844025	16846473	2449	+
F2RL3	ENSG00000127533	chr19	16888999	16892606	3608	+
CPAMD8	ENSG00000160111	chr19	16892947	17026815	133869	-
	ENSG00000268985	chr19	17009189	17013460	4272	+
HAUS8	ENSG00000131351	chr19	17049729	17075625	25897	-
	ENSG00000268289	chr19	17051994	17055087	3094	+
MYO9B	ENSG00000099331	chr19	17075781	17214537	138757	+
	ENSG00000269066	chr19	17095418	17099307	3890	-
	ENSG00000268056	chr19	17152588	17168051	15464	-
	ENSG00000269836	chr19	17177511	17178476	966	-
	ENSG00000269480	chr19	17207138	17208010	873	-
USE1	ENSG00000053501	chr19	17215346	17219829	4484	+
OCEL1	ENSG00000099330	chr19	17226213	17229219	3007	+
NR2F6	ENSG00000160113	chr19	17231883	17245940	14058	-
USHBP1	ENSG00000130307	chr19	17249171	17282786	33616	-
BABAM1	ENSG00000105393	chr19	17267376	17281249	13874	+
ANKLE1	ENSG00000160117	chr19	17281645	17287646	6002	+
ABHD8	ENSG00000127220	chr19	17292131	17310236	18106	-
MRPL34	ENSG00000130312	chr19	17292609	17306843	14235	+
	ENSG00000269815	chr19	17296196	17296695	500	-
DDA1	ENSG00000130311	chr19	17309518	17323298	13781	+
ANO8	ENSG00000074855	chr19	17323223	17334855	11633	-
GTPBP3	ENSG00000130299	chr19	17334920	17342731	7812	+
PLVAP	ENSG00000130300	chr19	17351450	17377342	25893	-
	ENSG00000269350	chr19	17360932	17362753	1822	+
CCDC194	ENSG00000269720	chr19	17390509	17394158	3650	-
BST2	ENSG00000130303	chr19	17402939	17405630	2692	-
BISPR	ENSG00000282851	chr19	17405686	17419324	13639	+
MVB12A	ENSG00000141971	chr19	17405722	17433724	28003	+
	ENSG00000269481	chr19	17414257	17422324	8068	-
	ENSG00000269053	chr19	17419305	17419774	470	-
TMEM221	ENSG00000188051	chr19	17435509	17448668	13160	-
	ENSG00000269736	chr19	17452211	17452969	759	-
NXNL1	ENSG00000171773	chr19	17455425	17460954	5530	-
SLC27A1	ENSG00000130304	chr19	17468769	17506168	37400	+
PGLS-DT	ENSG00000269439	chr19	17488990	17511889	22900	-
PGLS	ENSG00000130313	chr19	17511636	17521288	9653	+
	ENSG00000269161	chr19	17518330	17520565	2236	-
NIBAN3	ENSG00000167483	chr19	17523301	17553839	30539	+
COLGALT1	ENSG00000130309	chr19	17555649	17583162	27514	+
UNC13A	ENSG00000130477	chr19	17601328	17688365	87038	-
	ENSG00000269752	chr19	17613722	17614430	709	+
MAP1S	ENSG00000130479	chr19	17719242	17734513	15272	+
	ENSG00000268112	chr19	17727840	17734513	6674	-
FCHO1	ENSG00000130475	chr19	17747718	17788568	40851	+
B3GNT3	ENSG00000179913	chr19	17794828	17813576	18749	+
INSL3	ENSG00000248099	chr19	17816512	17821574	5063	-
JAK3	ENSG00000105639	chr19	17824780	17848071	23292	-
RPL18A	ENSG00000105640	chr19	17859910	17864153	4244	+
SLC5A5	ENSG00000105641	chr19	17871945	17895174	23230	+
CCDC124	ENSG00000007080	chr19	17933015	17943991	10977	+
KCNN1	ENSG00000105642	chr19	17951293	18000080	48788	+
ARRDC2	ENSG00000105643	chr19	18001132	18014102	12971	+
IL12RB1	ENSG00000096996	chr19	18058995	18098944	39950	-
MAST3	ENSG00000099308	chr19	18097793	18151692	53900	+
	ENSG00000269145	chr19	18144522	18151691	7170	-
PIK3R2	ENSG00000105647	chr19	18153163	18170532	17370	+
IFI30	ENSG00000216490	chr19	18173162	18178117	4956	+
MPV17L2	ENSG00000254858	chr19	18193218	18196948	3731	+
RAB3A	ENSG00000105649	chr19	18196784	18204042	7259	-
LOC102725254	ENSG00000268650	chr19	18204730	18220480	15751	+
PDE4C	ENSG00000105650	chr19	18208652	18248200	39549	-
LOC729966	ENSG00000284797	chr19	18249950	18255419	5470	-
IQCN	ENSG00000130518	chr19	18257097	18274509	17413	-
JUND	ENSG00000130522	chr19	18279694	18281622	1929	-
LSM4	ENSG00000130520	chr19	18306230	18323274	17045	-
PGPEP1	ENSG00000130517	chr19	18340598	18369950	29353	+
GDF15	ENSG00000130513	chr19	18374731	18389176	14446	+
LRRC25	ENSG00000175489	chr19	18391137	18397622	6486	-
SSBP4	ENSG00000130511	chr19	18418864	18434562	15699	+
ISYNA1	ENSG00000105655	chr19	18434388	18438167	3780	-
	ENSG00000268199	chr19	18441419	18443597	2179	+
ELL	ENSG00000105656	chr19	18442663	18522116	79454	-
	ENSG00000268938	chr19	18531613	18532632	1020	+
FKBP8	ENSG00000105701	chr19	18531751	18544077	12327	-
	ENSG00000269191	chr19	18532908	18536188	3281	+
KXD1	ENSG00000105700	chr19	18557762	18569387	11626	+
	ENSG00000268030	chr19	18557775	18561560	3786	-
	ENSG00000268983	chr19	18568506	18569375	870	-
UBA52	ENSG00000221983	chr19	18571730	18577550	5821	+
CRLF1	ENSG00000006016	chr19	18572220	18607741	35522	-
REX1BD	ENSG00000006015	chr19	18588685	18592336	3652	+
TMEM59L	ENSG00000105696	chr19	18607430	18621039	13610	+
KLHL26	ENSG00000167487	chr19	18637025	18671721	34697	+
CRTC1	ENSG00000105662	chr19	18683678	18782333	98656	+
COMP	ENSG00000105664	chr19	18782773	18791305	8533	-
UPF1	ENSG00000005007	chr19	18831938	18868236	36299	+
GDF1	ENSG00000130283	chr19	18868545	18896158	27614	-
CERS1	ENSG00000223802	chr19	18868545	18896727	28183	-
	ENSG00000269694	chr19	18881680	18883376	1697	+
COPE	ENSG00000105669	chr19	18899514	18919387	19874	-
DDX49	ENSG00000105671	chr19	18919705	18929189	9485	+
HOMER3	ENSG00000051128	chr19	18929201	18941261	12061	-
	ENSG00000269019	chr19	18940235	18947452	7218	+
SUGP2	ENSG00000064607	chr19	18990888	19034023	43136	-
ARMC6	ENSG00000105676	chr19	19033575	19060311	26737	+
SLC25A42	ENSG00000181035	chr19	19063994	19113030	49037	+
TMEM161A	ENSG00000064545	chr19	19119169	19138513	19345	-
BORCS8-MEF2B	ENSG00000213999	chr19	19145567	19192131	46565	-
MEF2B	ENSG00000213999	chr19	19145567	19192131	46565	-
BORCS8	ENSG00000254901	chr19	19176903	19192591	15689	-
RFXANK	ENSG00000064490	chr19	19192229	19201869	9641	+
NR2C2AP	ENSG00000184162	chr19	19201416	19203424	2009	-
NCAN	ENSG00000130287	chr19	19211958	19252233	40276	+
HAPLN4	ENSG00000187664	chr19	19254756	19262804	8049	-
TM6SF2	ENSG00000213996	chr19	19264364	19273391	9028	-
SUGP1	ENSG00000105705	chr19	19276018	19320509	44492	-
MAU2	ENSG00000129933	chr19	19320829	19358754	37926	+
GATAD2A	ENSG00000167491	chr19	19385826	19508931	123106	+
	ENSG00000267234	chr19	19401979	19402603	625	-
TSSK6	ENSG00000178093	chr19	19512418	19515548	3131	-
NDUFA13	ENSG00000186010	chr19	19515736	19529054	13319	+
YJEFN3	ENSG00000250067	chr19	19528861	19537581	8721	+
CILP2	ENSG00000160161	chr19	19538248	19546659	8412	+
PBX4	ENSG00000105717	chr19	19561707	19618693	56987	-
	ENSG00000259242	chr19	19606350	19608660	2311	+
LPAR2	ENSG00000064547	chr19	19623655	19628930	5276	-
GMIP	ENSG00000089639	chr19	19629476	19643657	14182	-
ATP13A1	ENSG00000105726	chr19	19645198	19663676	18479	-
ZNF101	ENSG00000181896	chr19	19668796	19683509	14714	+
ZNF14	ENSG00000105708	chr19	19710472	19733112	22641	-
	ENSG00000286080	chr19	19749637	19754986	5350	-
	ENSG00000266904	chr19	19757366	19776423	19058	-
	ENSG00000287533	chr19	19757951	19774809	16859	+
ZNF506	ENSG00000081665	chr19	19785839	19821751	35913	-
	ENSG00000267481	chr19	19788755	19790531	1777	-
ZNF253	ENSG00000256771	chr19	19865882	19894674	28793	+
	ENSG00000267565	chr19	19892433	19895847	3415	-
ZNF93	ENSG00000184635	chr19	19900913	19963464	62552	+
ZNF682	ENSG00000197124	chr19	19997058	20039505	42448	-
ZNF90	ENSG00000213988	chr19	20077994	20127076	49083	+
	ENSG00000267383	chr19	20122569	20321305	198737	-
ZNF486	ENSG00000256229	chr19	20167214	20200488	33275	+
LOC105372316	ENSG00000269043	chr19	20432552	20571095	138544	+
ZNF737	ENSG00000237440	chr19	20535825	20565809	29985	-
	ENSG00000268560	chr19	20611559	20615389	3831	+
ZNF626	ENSG00000188171	chr19	20619939	20661596	41658	-
	ENSG00000268416	chr19	20746923	20755250	8328	-
ZNF66	ENSG00000160229	chr19	20776304	20809995	33692	+
ZNF85	ENSG00000105750	chr19	20923222	20950697	27476	+
	ENSG00000268326	chr19	20972262	20983210	10949	+
ZNF430	ENSG00000118620	chr19	21020634	21060050	39417	+
ZNF714	ENSG00000160352	chr19	21082159	21125270	43112	+
ZNF431	ENSG00000196705	chr19	21142024	21196053	54030	+
ZNF708	ENSG00000182141	chr19	21291160	21329425	38266	-
ZNF738	ENSG00000172687	chr19	21358930	21379302	20373	+
ZNF493	ENSG00000196268	chr19	21397119	21427573	30455	+
LOC105372321	ENSG00000268119	chr19	21444241	21463908	19668	-
LINC00664	ENSG00000268658	chr19	21483374	21503238	19865	+
ZNF429	ENSG00000197013	chr19	21496682	21556270	59589	+
	ENSG00000268081	chr19	21554640	21569237	14598	-
	ENSG00000268555	chr19	21569738	21587322	17585	-
	ENSG00000268240	chr19	21587432	21594628	7197	-
ZNF100	ENSG00000197020	chr19	21722771	21767579	44809	-
	ENSG00000268184	chr19	21768772	21793860	25089	-
ZNF43	ENSG00000198521	chr19	21804949	21852125	47177	-
ZNF208	ENSG00000160321	chr19	21932958	22010949	77992	-
	ENSG00000269504	chr19	22017898	22052370	34473	-
ZNF257	ENSG00000197134	chr19	22052430	22091480	39051	+
ZNF676	ENSG00000196109	chr19	22179089	22215801	36713	-
	ENSG00000267872	chr19	22243254	22245347	2094	-
	ENSG00000268597	chr19	22259693	22261335	1643	+
ZNF729	ENSG00000196350	chr19	22286441	22317176	30736	+
ZNF98	ENSG00000197360	chr19	22391019	22532485	141467	-
	ENSG00000269796	chr19	22422513	22426045	3533	+
	ENSG00000270947	chr19	22455988	22456459	472	+
	ENSG00000286157	chr19	22518414	22520580	2167	+
LOC101929124	ENSG00000260599	chr19	22520995	22527949	6955	-
LINC01233	ENSG00000269364	chr19	22532626	22533494	869	+
LINC01785	ENSG00000268038	chr19	22615552	22623971	8420	-
ZNF492	ENSG00000229676	chr19	22634324	22667671	33348	+
	ENSG00000268981	chr19	22665552	22716991	51440	-
ZNF99	ENSG00000213973	chr19	22752183	22784151	31969	-
ZNF723	ENSG00000268696	chr19	22832291	22858667	26377	+
	ENSG00000268296	chr19	22902538	22914340	11803	-
ZNF728	ENSG00000269067	chr19	22974883	23003176	28294	-
LINC01859	ENSG00000261558	chr19	23015059	23031818	16760	-
LINC01858	ENSG00000261615	chr19	23046958	23063705	16748	-
	ENSG00000269543	chr19	23068473	23071476	3004	-
	ENSG00000267886	chr19	23075201	23100361	25161	+
ZNF730	ENSG00000183850	chr19	23075210	23147221	72012	+
ZNF724	ENSG00000196081	chr19	23221599	23250390	28792	-
	ENSG00000284428	chr19	23259906	23274251	14346	-
ZNF91	ENSG00000167232	chr19	23304991	23395471	90481	-
	ENSG00000267934	chr19	23323968	23329101	5134	+
LINC01224	ENSG00000269416	chr19	23399233	23416075	16843	-
ZNF675	ENSG00000197372	chr19	23525631	23687220	161590	-
ZNF681	ENSG00000196172	chr19	23739195	23758891	19697	-
	ENSG00000267924	chr19	23817599	23874701	57103	-
	ENSG00000287399	chr19	23897321	23899495	2175	+
ZNF726	ENSG00000213967	chr19	23914876	23945159	30284	+
LOC100505851	ENSG00000269289	chr19	23919081	23958035	38955	-
	ENSG00000269397	chr19	23927788	23929287	1500	+
	ENSG00000268362	chr19	24033401	24077377	43977	+
ZNF254	ENSG00000213096	chr19	24033405	24129961	96557	+
	ENSG00000276030	chr19	24146701	24147081	381	+
	ENSG00000267696	chr19	27638483	27646483	8001	-
LINC00662	ENSG00000261824	chr19	27681072	27794005	112934	-
	ENSG00000261770	chr19	27757184	27760849	3666	-
LINC02987	ENSG00000267575	chr19	27793431	27984984	191554	+
	ENSG00000281468	chr19	27802838	27803472	635	+
LOC105372348	ENSG00000266977	chr19	27849635	27889222	39588	-
	ENSG00000267509	chr19	28065267	28125430	60164	+
	ENSG00000266928	chr19	28294093	28313500	19408	-
	ENSG00000267320	chr19	28316705	28386204	69500	-
	ENSG00000267238	chr19	28394851	28396428	1578	-
	ENSG00000260725	chr19	28418483	28429490	11008	-
	ENSG00000267243	chr19	28437060	28535277	98218	-
	ENSG00000266893	chr19	28491864	28632728	140865	-
	ENSG00000267423	chr19	28509238	28518728	9491	+
	ENSG00000267537	chr19	28602379	28648303	45925	-
LOC102724908	ENSG00000266976	chr19	28606688	28615229	8542	+
	ENSG00000267617	chr19	28869507	28879176	9670	+
LINC00906	ENSG00000267339	chr19	28883430	28970874	87445	+
	ENSG00000267683	chr19	28892931	28895949	3019	+
	ENSG00000267027	chr19	28949437	28950200	764	-
	ENSG00000267240	chr19	28960506	28964943	4438	-
	ENSG00000267014	chr19	29002319	29015160	12842	+
LOC124904682	ENSG00000288017	chr19	29083094	29093031	9938	-
UQCRFS1	ENSG00000169021	chr19	29205320	29213151	7832	-
UQCRFS1-DT	ENSG00000267498	chr19	29213235	29216604	3370	+
	ENSG00000276251	chr19	29220864	29221666	803	+
	ENSG00000276631	chr19	29222542	29223137	596	+
	ENSG00000287272	chr19	29268976	29298576	29601	+
VSTM2B-DT	ENSG00000264515	chr19	29287011	29525752	238742	-
	ENSG00000267574	chr19	29448038	29448380	343	+
	ENSG00000266248	chr19	29489775	29526948	37174	-
VSTM2B	ENSG00000187135	chr19	29526499	29564479	37981	+
POP4	ENSG00000105171	chr19	29606283	29617237	10955	+
PLEKHF1	ENSG00000166289	chr19	29665459	29675477	10019	+
C19orf12	ENSG00000131943	chr19	29698886	29715789	16904	-
	ENSG00000286867	chr19	29775504	29781216	5713	-
CCNE1	ENSG00000105173	chr19	29811991	29824312	12322	+
	ENSG00000286538	chr19	29838532	29841818	3287	-
URI1	ENSG00000105176	chr19	29923644	30016612	92969	+
	ENSG00000267006	chr19	30028741	30029916	1176	-
	ENSG00000287859	chr19	30058229	30060797	2569	+
	ENSG00000288072	chr19	30078133	30085893	7761	+
	ENSG00000267223	chr19	30219666	30228715	9050	-
ZNF536	ENSG00000198597	chr19	30228290	30713538	485249	+
	ENSG00000267760	chr19	30665274	30668647	3374	-
	ENSG00000267081	chr19	30850975	30872507	21533	+
LINC01834	ENSG00000261316	chr19	30907199	30909155	1957	+
	ENSG00000267378	chr19	30946582	30957192	10611	+
	ENSG00000284430	chr19	31100304	31147981	47678	+
TSHZ3	ENSG00000121297	chr19	31149979	31349436	199458	-
LINC01791	ENSG00000267777	chr19	31167457	31225143	57687	+
	ENSG00000267662	chr19	31348881	31417794	68914	+
	ENSG00000267636	chr19	31421997	31427302	5306	+
	ENSG00000267599	chr19	31465653	31466431	779	+
LINC02841	ENSG00000267407	chr19	31520155	31554803	34649	+
	ENSG00000261400	chr19	31588040	31595720	7681	-
THEG5	ENSG00000267465	chr19	31588159	31593786	5628	+
LINC01837	ENSG00000267489	chr19	31797666	32072113	274448	-
LINC01533	ENSG00000267779	chr19	32025808	32073809	48002	+
LINC01782	ENSG00000267204	chr19	32102088	32105916	3829	-
	ENSG00000267133	chr19	32103154	32106544	3391	+
	ENSG00000286041	chr19	32127334	32184504	57171	-
ZNF507	ENSG00000168813	chr19	32345594	32387667	42074	+
DPY19L3-DT	ENSG00000267213	chr19	32390050	32405560	15511	-
DPY19L3	ENSG00000178904	chr19	32405543	32485895	80353	+
PDCD5	ENSG00000105185	chr19	32581190	32587453	6264	+
ANKRD27	ENSG00000105186	chr19	32597006	32676597	79592	-
	ENSG00000267557	chr19	32666298	32673210	6913	+
RGS9BP	ENSG00000186326	chr19	32675848	32678300	2453	+
	ENSG00000267475	chr19	32687089	32691750	4662	-
NUDT19	ENSG00000213965	chr19	32691961	32713796	21836	+
	ENSG00000267567	chr19	32718298	32719595	1298	-
TDRD12	ENSG00000173809	chr19	32719753	32829580	109828	+
SLC7A9	ENSG00000021488	chr19	32830509	32869767	39259	-
	ENSG00000267555	chr19	32831295	32833168	1874	+
CEP89	ENSG00000121289	chr19	32875925	32971991	96067	-
FAAP24	ENSG00000131944	chr19	32972209	32978229	6021	+
RHPN2	ENSG00000131941	chr19	32978592	33064888	86297	-
GPATCH1	ENSG00000076650	chr19	33080899	33130542	49644	+
WDR88	ENSG00000166359	chr19	33132090	33175799	43710	+
LRP3	ENSG00000130881	chr19	33177603	33208864	31262	+
	ENSG00000267054	chr19	33178056	33178651	596	+
	ENSG00000273420	chr19	33207129	33207639	511	+
SLC7A10	ENSG00000130876	chr19	33208664	33225850	17187	-
	ENSG00000267714	chr19	33217817	33222355	4539	+
	ENSG00000270212	chr19	33283978	33285739	1762	-
	ENSG00000267580	chr19	33299934	33301168	1235	+
CEBPA	ENSG00000245848	chr19	33299934	33302534	2601	-
	ENSG00000267727	chr19	33301279	33301940	662	+
CEBPA-DT	ENSG00000267296	chr19	33302857	33305054	2198	+
	ENSG00000267130	chr19	33305036	33309387	4352	+
CEBPG	ENSG00000153879	chr19	33373685	33382686	9002	+
PEPD	ENSG00000124299	chr19	33386950	33521791	134842	-
	ENSG00000266985	chr19	33555568	33557470	1903	+
CHST8	ENSG00000124302	chr19	33621953	33773509	151557	+
KCTD15	ENSG00000153885	chr19	33795933	33815763	19831	+
	ENSG00000277013	chr19	33906352	33908391	2040	+
	ENSG00000287526	chr19	33997289	34066283	68995	-
LSM14A	ENSG00000257103	chr19	34172504	34229515	57012	+
GARRE1	ENSG00000166398	chr19	34254552	34355571	101020	+
	ENSG00000267219	chr19	34348356	34359412	11057	-
GPI	ENSG00000105220	chr19	34359480	34402413	42934	+
PDCD2L	ENSG00000126249	chr19	34404399	34426168	21770	+
LOC124904695	ENSG00000267024	chr19	34426112	34428273	2162	-
UBA2	ENSG00000126261	chr19	34428352	34471251	42900	+
WTIP	ENSG00000142279	chr19	34481758	34512304	30547	+
	ENSG00000268751	chr19	34576733	34577701	969	-
SCGB2B2	ENSG00000205209	chr19	34593329	34675699	82371	-
	ENSG00000268683	chr19	34638122	34640689	2568	-
ZNF302	ENSG00000089335	chr19	34677639	34686397	8759	+
	ENSG00000274104	chr19	34733298	34733837	540	-
ZNF181	ENSG00000197841	chr19	34734155	34745378	11224	+
ZNF599	ENSG00000153896	chr19	34758073	34773229	15157	-
LINC01801	ENSG00000267767	chr19	34788527	34832869	44343	-
	ENSG00000261754	chr19	34811589	34814345	2757	-
	ENSG00000269086	chr19	34837889	34872479	34591	+
	ENSG00000271109	chr19	34849046	34860747	11702	-
LOC105372377	ENSG00000271171	chr19	34891605	34905139	13535	-
LINC01838	ENSG00000269037	chr19	34905315	34908188	2874	+
	ENSG00000270876	chr19	34923299	34926812	3514	-
ZNF30	ENSG00000168661	chr19	34926903	34945170	18268	+
ZNF792	ENSG00000180884	chr19	34956354	34964229	7876	-
GRAMD1A	ENSG00000089351	chr19	34994784	35026471	31688	+
	ENSG00000269303	chr19	34998233	35000170	1938	-
	ENSG00000271032	chr19	35014961	35025335	10375	-
SCN1B	ENSG00000105711	chr19	35030470	35040449	9980	+
HPN	ENSG00000105707	chr19	35040506	35066571	26066	+
HPN-AS1	ENSG00000227392	chr19	35042902	35106307	63406	-
	ENSG00000179066	chr19	35090930	35113664	22735	+
FXYD3	ENSG00000089356	chr19	35115879	35124324	8446	+
LGI4	ENSG00000153902	chr19	35124513	35142451	17939	-
FXYD1	ENSG00000266964	chr19	35138808	35143109	4302	+
FXYD7	ENSG00000221946	chr19	35143250	35154301	11052	+
FXYD5	ENSG00000089327	chr19	35154730	35169881	15152	+
FAM187B	ENSG00000177558	chr19	35224800	35228729	3930	-
LSR	ENSG00000105699	chr19	35248330	35267964	19635	+
	ENSG00000271366	chr19	35251440	35253639	2200	-
	ENSG00000268947	chr19	35262846	35264804	1959	+
USF2	ENSG00000105698	chr19	35268962	35279821	10860	+
HAMP	ENSG00000105697	chr19	35280716	35285143	4428	+
MAG	ENSG00000105695	chr19	35292125	35313807	21683	+
CD22	ENSG00000012124	chr19	35319261	35347361	28101	+
	ENSG00000269553	chr19	35330843	35331920	1078	+
FFAR1	ENSG00000126266	chr19	35351552	35353862	2311	+
FFAR3	ENSG00000185897	chr19	35358460	35360489	2030	+
GPR42	ENSG00000126251	chr19	35370929	35372962	2034	+
LINC01531	ENSG00000205786	chr19	35399511	35419385	19875	+
	ENSG00000233214	chr19	35424062	35424652	591	-
	ENSG00000232680	chr19	35432957	35434642	1686	-
FFAR2	ENSG00000126262	chr19	35443907	35451767	7861	+
KRTDAP	ENSG00000188508	chr19	35487324	35495558	8235	-
DMKN	ENSG00000161249	chr19	35497220	35513658	16439	-
SBSN	ENSG00000189001	chr19	35523367	35528351	4985	-
GAPDHS	ENSG00000105679	chr19	35533455	35545319	11865	+
TMEM147-AS1	ENSG00000236144	chr19	35540738	35546029	5292	-
TMEM147	ENSG00000105677	chr19	35545600	35547526	1927	+
ATP4A	ENSG00000105675	chr19	35550031	35563658	13628	-
	ENSG00000283907	chr19	35557956	35581954	23999	+
PMIS2	ENSG00000283758	chr19	35586161	35587296	1136	+
LINC01766	ENSG00000224910	chr19	35596581	35601596	5016	+
	ENSG00000267626	chr19	35608285	35612666	4382	-
HAUS5	ENSG00000249115	chr19	35612735	35625355	12621	+
RBM42	ENSG00000126254	chr19	35629030	35637686	8657	+
ETV2	ENSG00000105672	chr19	35641745	35644871	3127	+
COX6B1	ENSG00000126267	chr19	35648323	35658782	10460	+
UPK1A	ENSG00000105668	chr19	35666516	35678483	11968	+
UPK1A-AS1	ENSG00000226510	chr19	35667948	35673291	5344	-
ZBTB32	ENSG00000011590	chr19	35704558	35717038	12481	+
KMT2B	ENSG00000272333	chr19	35718019	35738878	20860	+
IGFLR1	ENSG00000126246	chr19	35738801	35742453	3653	-
U2AF1L4	ENSG00000161265	chr19	35742464	35745445	2982	-
PSENEN	ENSG00000205155	chr19	35745600	35747519	1920	+
	ENSG00000267439	chr19	35747057	35753415	6359	-
LIN37	ENSG00000267796	chr19	35748361	35754519	6159	+
	ENSG00000267328	chr19	35754566	35755490	925	+
HSPB6	ENSG00000004776	chr19	35754566	35758079	3514	-
PROSER3	ENSG00000167595	chr19	35758143	35771028	12886	+
	ENSG00000267049	chr19	35769144	35771028	1885	-
ARHGAP33	ENSG00000004777	chr19	35774532	35788822	14291	+
PRODH2	ENSG00000250799	chr19	35799988	35813299	13312	-
NPHS1	ENSG00000161270	chr19	35825964	35869287	43324	-
KIRREL2	ENSG00000126259	chr19	35855861	35867109	11249	+
APLP1	ENSG00000105290	chr19	35867899	35879791	11893	+
NFKBID	ENSG00000167604	chr19	35887653	35902303	14651	-
HCST	ENSG00000126264	chr19	35902529	35904377	1849	+
TYROBP	ENSG00000011600	chr19	35904401	35908295	3895	-
LRFN3	ENSG00000126243	chr19	35935358	35945767	10410	+
	ENSG00000267786	chr19	35947115	35959192	12078	+
	ENSG00000267388	chr19	35960512	35964063	3552	+
SDHAF1	ENSG00000205138	chr19	35995199	35996315	1117	+
SYNE4	ENSG00000181392	chr19	36003307	36008813	5507	-
ALKBH6	ENSG00000239382	chr19	36009120	36014239	5120	-
	ENSG00000267698	chr19	36014508	36045972	31465	+
CLIP3	ENSG00000105270	chr19	36014660	36033343	18684	-
THAP8	ENSG00000161277	chr19	36034984	36054739	19756	-
WDR62	ENSG00000075702	chr19	36054881	36105108	50228	+
OVOL3	ENSG00000105261	chr19	36111151	36113711	2561	+
POLR2I	ENSG00000105258	chr19	36113709	36115213	1505	-
